|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|count_word_text|count_word_sent|count_key_text
221|2018 году|2018 году|2018 году|NUSR|335|24|2|NUSR|1|1.0|1
223|а-29|а-29|А-29|DSNU|337|24|4|DSNU|2|1.0|2
227|боевы|боевых|боевых|NOUN|342|24|9||4|1.0|4
231|год|году|году|NOUN|348|25|3||4|1.0|4
236|боевы|боевых|боевых|NOUN|356|25|11||4|1.0|4
239|100 тыс.часов|100 тыс.часов|100 тыс.часов|NUSR|359|25|14|NUSR|1|1.0|1
240|ввс|ввс|ВВС|ABVR|360|26|1|SPEC|7|1.0|7
241|страна|страны|страны|NOUN|361|26|2||6|1.0|6
243|самолет|самолетом|самолетом|NOUN|363|26|4|SPEC|14|1.0|14
244|машина|машине|машине|NOUN|366|26|7|SPEC|3|1.0|3
252|афганистан|афганистана|Афганистана|NOUN|379|27|8|SPEC|3|1.0|3
262|афганистан|афганистана|Афганистана|NOUN|396|28|6|SPEC|3|1.0|3
266|пво|пво|ПВО|ABVR|401|29|2|SPEC|1|1.0|1
269|30 лет|30 лет|30 лет|NUSR|408|29|9|NUSR|1|1.0|1
273|авиация|авиацией|авиацией|NOUN|417|30|6|SPEC|3|1.0|3
274|сша|сша|США|NOUN|418|30|7|SPEC|6|1.0|6
277|пзрк|пзрк|ПЗРК|ABVR|422|30|11|SPEC|1|1.0|1
282|дшк|дшк|ДШК|UPPR|430|31|8|UPPR|1|1.0|1
283|зу-23-2|зу-23-2|ЗУ-23-2|DSNU|432|31|10|DSNU|1|1.0|1
288|md-530f|md-530f|MD-530F|DSNU|440|32|8|DSNU|1|1.0|1
289|пулемет|пулеметами|пулеметами|NOUN|442|32|10|SPEC|2|1.0|2
291|нурс|нурс|НУРС|ABVR|445|32|13|SPEC|1|1.0|1
294|ударный|ударную|ударную|ADJF|449|32|17||4|1.0|4
300|украина|украине|Украине|NOUN|458|33|4|SPEC|8|1.0|8
306|комплекс|комплексы|комплексы|NOUN|468|33|14|SPEC|1|1.0|1
311|с1|стрела-10|Стрела-10|CLIV|476|34|6|CLIV|1|1.0|1
312|оа|оса-акм|Оса-АКМ|WIQM|478|34|8|WIQM|1|1.0|1
316|самолет|самолетов|самолетов|NOUN|486|34|16|SPEC|14|1.0|14
318|украина|украина|Украина|NOUN|489|35|3|SPEC|8|1.0|8
322|страна|страны|страны|NOUN|496|35|10||6|1.0|6
326|зрк|зрк|ЗРК|ABVR|502|35|16|SPEC|1|1.0|1
328|применение|применение|применение|NOUN|504|36|2||6|1.0|6
332|самолет|самолетов|самолетов|NOUN|510|36|8|SPEC|14|1.0|14
336|боевы|боевых|боевых|NOUN|515|36|13||4|1.0|4
345|применение|применения|применения|NOUN|526|38|2||6|1.0|6
346|авиация|авиации|авиации|NOUN|527|38|3|SPEC|3|1.0|3
347|ввс|ввс|ВВС|ABVR|528|38|4|SPEC|7|1.0|7
348|украина|украины|Украины|NOUN|529|38|5|SPEC|8|1.0|8
349|2014 году|2014 году|2014 году|NUSR|531|38|7|NUSR|1|1.0|1
363|применение|применения|применения|NOUN|556|39|10||6|1.0|6
365|самолет|самолетов|самолетов|NOUN|558|39|12|SPEC|14|1.0|14
368|самолет|самолет|самолет|NOUN|568|40|7|SPEC|14|1.0|14
385|самолет|самолет|самолет|NOUN|593|42|8|SPEC|14|1.0|14
389|порошенко|порошенко|Порошенко|NOUN|600|43|4|TITL|1|1.0|1
392|оборонительный|оборонительные|оборонительные|ADJF|603|43|7|WIQM|1|1.0|1
393|javelin|javelin|Javelin|TITL|604|43|8|TITL|1|1.0|1
395|сша|сша|США|NOUN|606|43|10|SPEC|6|1.0|6
398|танк|танков|танков|NOUN|609|43|13|SPEC|1|1.0|1
401|украина|украину|Украину|NOUN|615|43|19|SPEC|8|1.0|8
404|авиабомба|авиабомбы|авиабомбы|NOUN|621|44|6|SPEC|3|1.0|3
407|ракета|ракеты|ракеты|NOUN|625|44|10|SPEC|3|1.0|3
409|боеприпас|боеприпасов|боеприпасов|NOUN|629|45|2|SPEC|1|1.0|1
415|игил|игил|ИГИЛ|UPPR|640|46|9|UPPR|1|1.0|1
418|ударник|ударники|ударники|NOUN|643|46|12|SPEC|1|1.0|1
419|cessna|cessna|Cessna|TITL|644|46|13|TITL|1|1.0|1
420|ac-208|ac-208|AC-208|DSNU|645|46|14|DSNU|1|1.0|1
422|300 ракет|300 ракет|300 ракет|NUSR|647|46|16|NUSR|1|1.0|1
423|hellfire|hellfire|Hellfire|TITL|648|46|17|TITL|1|1.0|1
426|страна|страны|страны|NOUN|653|46|22||6|1.0|6
428|ракета|ракеты|ракеты|NOUN|655|47|2|SPEC|3|1.0|3
436|украина|украина|Украина|NOUN|667|48|1|SPEC|8|1.0|8
441|самолет|самолетов|самолетов|NOUN|674|48|8|SPEC|14|1.0|14
447|st|super tucano|Super Tucano|NAME|682|49|4|NAME|8|1.0|8
450|ракета|ракет|ракет|NOUN|686|49|8|SPEC|3|1.0|3
451|с-5|с-5|С-5|DSNU|687|49|9|DSNU|1|1.0|1
454|авиабомба|авиабомбами|авиабомбами|NOUN|692|49|14|SPEC|3|1.0|3
460|л-39|л-39|Л-39|DSNU|702|50|9|DSNU|1|1.0|1
462|tucano|tucano|Tucano|TITL|707|51|5|TITL|1|1.0|1
468|станция|станция|станция|NOUN|717|51|15|SPEC|1|1.0|1
471|применение|применение|применение|NOUN|721|51|19||6|1.0|6
480|ударный|ударных|ударных|ADJF|733|52|8||4|1.0|4
481|беспилотник|беспилотников|беспилотников|NOUN|734|52|9|SPEC|3|1.0|3
483|штурмовик|штурмовики|штурмовики|NOUN|736|52|11|SPEC|5|1.0|5
486|техника|техникой|техникой|NOUN|739|52|14|SPEC|1|1.0|1
492|ливия|ливии|Ливии|NOUN|752|54|7|SPEC|1|1.0|1
497|ударный|ударные|ударные|ADJF|759|54|14||4|1.0|4
498|дрон|дроны|дроны|NOUN|760|54|15|SPEC|1|1.0|1
503|сша|сша|США|NOUN|769|55|9|SPEC|6|1.0|6
511|применение|применения|применения|NOUN|779|56|5||6|1.0|6
517|st|super tucano|Super Tucano|NAME|785|57|3|NAME|8|1.0|8
521|штурмовик|штурмовика|штурмовика|NOUN|792|58|3|SPEC|5|1.0|5
536|st|super tucano|Super Tucano|NAME|818|59|5|NAME|8|1.0|8
542|ударный|ударные|ударные|ADJF|830|60|10||4|1.0|4
543|беспилотник|беспилотники|беспилотники|NOUN|831|60|11|SPEC|3|1.0|3
554|лавров|лавров|Лавров|NOUN|848|62|2|TITL|1|1.0|1
