|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|count_word_text|count_word_sent|count_key_text
85|юп|юрий петрович|Юрий Петрович|NAME|107|7|1|NAME|1|1.0|1
88|испытание|испытаний|испытаний|NOUN|112|7|6||9|1.0|9
89|вертолет|вертолета|вертолета|NOUN|113|7|7|SPEC|34|1.0|34
90|ка-62|ка-62|Ка-62|DSNU|114|7|8|DSNU|21|1.0|21
93|предприятие|предприятии|предприятии|NOUN|119|8|5|SPEC|5|1.0|5
96|летный|летных|летных|ADJF|122|8|8||10|1.0|10
97|образец|образца|образца|NOUN|123|8|9|SPEC|4|1.0|4
98|вертолет|вертолета|вертолета|NOUN|124|8|10|SPEC|34|1.0|34
99|ка-62|ка-62|Ка-62|DSNU|125|8|11|DSNU|21|1.0|21
102|первый|первый|первый|ADJF|130|9|5||5|1.0|5
103|летный|летный|летный|ADJF|131|9|6||10|2.0|10
104|образец|образец|образец|NOUN|132|9|7|SPEC|4|1.0|4
105|вертолет|вертолета|вертолета|NOUN|133|9|8|SPEC|34|1.0|34
106|ка-62|ка-62|Ка-62|DSNU|134|9|9|DSNU|21|1.0|21
109|программа|программе|программе|NOUN|138|9|13||8|1.0|8
111|летный|летных|летных|ADJF|140|9|15||10|2.0|10
112|испытание|испытаний|испытаний|NOUN|141|9|16||9|1.0|9
113|рамка|рамках|рамках|NOUN|143|10|2||5|1.0|5
114|программа|программы|программы|NOUN|144|10|3||8|1.0|8
115|вертолет|вертолет|вертолет|NOUN|145|10|4|SPEC|34|1.0|34
118|полет|полеты|полеты|NOUN|148|10|7||4|1.0|4
127|лтх|лтх|ЛТХ|ABVR|160|10|19|SPEC|1|1.0|1
133|рамка|рамках|рамках|NOUN|170|11|2||5|1.0|5
135|полет|полета|полета|NOUN|172|11|4||4|1.0|4
136|машина|машина|машина|NOUN|173|11|5|SPEC|7|1.0|7
144|испытание|испытаний|испытаний|NOUN|184|11|16||9|1.0|9
147|первый|первая|первая|ADJF|188|12|4||5|1.0|5
149|программа|программы|программы|NOUN|190|12|6||8|1.0|8
151|машина|машина|Машина|NOUN|193|13|1|SPEC|7|1.0|7
156|вертолет|вертолет|вертолет|NOUN|202|13|10|SPEC|34|1.0|34
167|летный|летный|летный|ADJF|218|14|2||10|2.0|10
168|образец|образец|образец|NOUN|219|14|3|SPEC|4|1.0|4
170|программа|программе|программе|NOUN|224|14|8||8|1.0|8
172|летный|летных|летных|ADJF|226|14|10||10|2.0|10
173|испытание|испытаний|испытаний|NOUN|227|14|11||9|1.0|9
175|летный|летный|летный|ADJF|230|15|3||10|1.0|10
176|образец|образец|образец|NOUN|231|15|4|SPEC|4|1.0|4
178|макс|макс|МАКС|NOUN|236|15|9|UPPR|2|1.0|2
183|испытание|испытания|испытания|NOUN|243|15|16||9|1.0|9
186|оборудование|оборудования|оборудования|NOUN|247|15|20|SPEC|4|1.0|4
188|прогресс|прогресс|Прогресс|NOUN|252|15|25|CLIV|6|1.0|6
189|выполнение|выполнения|выполнения|NOUN|254|15|27||5|1.0|5
190|программа|программы|программы|NOUN|255|15|28||8|1.0|8
191|сзи|сзи|СЗИ|UPPR|256|15|29|UPPR|1|1.0|1
194|летный|летных|летных|ADJF|260|16|4||10|1.0|10
195|испытание|испытаний|испытаний|NOUN|261|16|5||9|2.0|9
198|сертификационный|сертификационным|сертификационным|ADJF|266|16|10||4|2.0|4
199|испытание|испытаниям|испытаниям|NOUN|267|16|11||9|2.0|9
203|аак|аак|ААК|UPPR|275|16|19|UPPR|3|1.0|3
204|прогресс|прогресс|Прогресс|NOUN|276|16|20|CLIV|6|1.0|6
206|сертификационный|сертификационных|сертификационных|ADJF|281|16|25||4|2.0|4
207|центр|центров|центров|NOUN|282|16|26||4|1.0|4
210|вертолет|вертолета|вертолета|NOUN|286|17|4|SPEC|34|1.0|34
212|конструкция|конструкции|конструкции|NOUN|291|17|9||5|1.0|5
216|технологический|технологические|технологические|ADJF|299|17|17||6|1.0|6
217|процесс|процессы|процессы|NOUN|300|17|18||4|1.0|4
223|конструкция|конструкции|конструкции|NOUN|311|18|7||5|1.0|5
227|производство|производства|производства|NOUN|316|18|12||18|1.0|18
233|сертификационный|сертификационной|сертификационной|ADJF|325|18|21||4|1.0|4
236|сертификационный|сертификационные|сертификационные|ADJF|328|19|2||4|1.0|4
237|испытание|испытания|испытания|NOUN|329|19|3||9|1.0|9
240|ар|авиарегистра россии|Авиарегистра России|NAME|334|19|8|NAME|1|1.0|1
242|ап-29|ап-29|АП-29|DSNU|337|19|11|DSNU|1|1.0|1
243|ка-62|ка-62|Ка-62|DSNU|339|19|13|DSNU|21|1.0|21
248|2020г|в 2020 г|в 2020 г|NUSR|345|19|19|NUSR|3|1.0|3
253|летный|летной|летной|ADJF|354|19|28||10|1.0|10
255|easa|easa|EASA|UPPR|357|19|31|UPPR|1|1.0|1
257|предприятие|предприятие|предприятие|NOUN|360|20|3|SPEC|5|1.0|5
260|гражданский|гражданской|гражданской|ADJF|365|20|8||4|1.0|4
261|продукция|продукции|продукции|NOUN|366|20|9||5|1.0|5
265|производство|производства|производства|NOUN|372|21|6||18|1.0|18
267|гражданский|гражданская|Гражданская|ADJF|376|22|1||4|1.0|4
268|продукция|продукция|продукция|NOUN|377|22|2||5|1.0|5
269|новое|новое|новое|NOUN|379|22|4||4|1.0|4
275|новый|новая|Новая|ADJF|390|23|1||4|1.0|4
276|машина|машина|машина|NOUN|391|23|2|SPEC|7|1.0|7
278|новое|нового|нового|NOUN|393|23|4||4|1.0|4
282|год|годы|годы|NOUN|400|24|6||4|1.0|4
286|рамка|рамках|рамках|NOUN|407|24|13||5|1.0|5
288|программа|программы|программы|NOUN|409|24|15||8|1.0|8
290|6п|6 подпроектов|6 подпроектов|NUSR|412|25|3|NUSR|1|1.0|1
295|производство|производств|производств|NOUN|418|25|9||18|2.0|18
298|производство|производства|производства|NOUN|421|25|12||18|2.0|18
300|станция|станции|станции|NOUN|423|25|14|SPEC|1|1.0|1
301|технологический|технологической|технологической|ADJF|425|25|16||6|1.0|6
307|производство|производства|производства|NOUN|432|26|6||18|2.0|18
310|производственный|производственных|производственных|ADJF|436|26|10||5|3.0|5
313|производственный|производственной|производственной|ADJF|440|26|14||5|3.0|5
320|производственный|производственному|производственному|ADJF|448|26|22||5|3.0|5
323|цикл|цикл|цикл|NOUN|451|26|25||4|1.0|4
324|технологический|технологического|технологического|ADJF|452|26|26||6|2.0|6
325|процесс|процесса|процесса|NOUN|453|26|27||4|1.0|4
326|производство|производства|производства|NOUN|454|26|28||18|2.0|18
328|технологический|технологическую|технологическую|ADJF|456|26|30||6|2.0|6
330|выполнение|выполнение|выполнение|NOUN|459|26|33||5|1.0|5
333|год|году|году|NOUN|464|27|3||4|1.0|4
338|производство|производства|производства|NOUN|471|27|10||18|1.0|18
340|2014-2018г|с 2014 по 2018 г|с 2014 по 2018 г|NUSR|477|28|2|NUSR|1|1.0|1
341|аак|аак|ААК|UPPR|479|28|4|UPPR|3|1.0|3
342|прогресс|прогресс|Прогресс|NOUN|480|28|5|CLIV|6|1.0|6
349|арсеньев|арсеньев|Арсеньев|NOUN|490|28|15|CLIV|1|1.0|1
350|приморский|приморский|Приморский|NOUN|491|28|16|CLIV|1|1.0|1
352|центр|центр|центр|NOUN|493|28|18||4|2.0|4
354|производство|производству|производству|NOUN|496|28|21||18|1.0|18
360|центр|центр|центр|NOUN|504|28|29||4|2.0|4
362|выполнение|выполнения|выполнения|NOUN|507|28|32||5|1.0|5
363|контракт|контракта|контракта|NOUN|508|28|33||4|1.0|4
365|цикл|цикла|цикла|NOUN|510|28|35||4|1.0|4
366|вертолет|вертолетов|вертолетов|NOUN|511|28|36|SPEC|34|1.0|34
367|ка-52|ка-52|Ка-52|DSNU|512|28|37|DSNU|5|1.0|5
368|2025г|2025 г|2025 г|NUSR|514|29|2|NUSR|1|1.0|1
372|9н|по 9 направлениям|по 9 направлениям|NUSR|519|29|7|NUSR|1|1.0|1
377|производство|производства|производства|NOUN|524|29|12||18|6.0|18
379|производство|производства|производства|NOUN|526|29|14||18|6.0|18
380|дооснащение|дооснащение|дооснащение|ABVR|527|29|15|ABVR|2|2.0|2
382|производство|производства|производства|NOUN|529|29|17||18|6.0|18
383|дооснащение|дооснащение|дооснащение|ABVR|530|29|18|ABVR|2|2.0|2
386|комплекс|комплекса|комплекса|NOUN|533|29|21|SPEC|2|1.0|2
388|центр|центра|центра|NOUN|535|29|23||4|1.0|4
391|производство|производству|производству|NOUN|539|29|27||18|6.0|18
392|2йэ|2-й этап|2-й этап|ABVR|540|29|28|ABVR|1|1.0|1
394|цифровой|цифрового|Цифрового|ADJF|542|29|30|TITL|1|1.0|1
395|производство|производства|производства|NOUN|543|29|31||18|6.0|18
397|производство|производства|производства|NOUN|545|29|33||18|6.0|18
398|технологический|технологического|технологического|ADJF|546|29|34||6|1.0|6
399|процесс|процесса|процесса|NOUN|547|29|35||4|1.0|4
404|техника|техники|техники|NOUN|552|29|40|SPEC|2|1.0|2
406|вертолет|вертолета|вертолета|NOUN|554|29|42|SPEC|34|1.0|34
407|ка-62|ка-62|Ка-62|DSNU|555|29|43|DSNU|21|1.0|21
415|технологический|технологического|технологического|ADJF|565|30|10||6|1.0|6
416|оборудование|оборудования|оборудования|NOUN|566|30|11|SPEC|4|1.0|4
419|производственный|производственного|производственного|ADJF|569|30|14||5|2.0|5
420|цикл|цикла|цикла|NOUN|570|30|15||4|1.0|4
422|продукция|продукции|продукции|NOUN|572|30|17||5|1.0|5
426|производственный|производственных|производственных|ADJF|578|30|23||5|2.0|5
427|процесс|процессов|процессов|NOUN|579|30|24||4|1.0|4
430|новый|новой|новой|ADJF|584|31|5||4|1.0|4
432|продукция|продукции|продукции|NOUN|587|31|8||5|1.0|5
436|вертолет|вертолета|вертолета|NOUN|592|32|5|SPEC|34|1.0|34
437|ка-62|ка-62|Ка-62|DSNU|593|32|6|DSNU|21|1.0|21
438|производство|производство|Производство|NOUN|594|33|1||18|1.0|18
439|первый|первой|первой|ADJF|595|33|2||5|1.0|5
442|вертолет|вертолетов|вертолетов|NOUN|598|33|5|SPEC|34|1.0|34
443|ка-62|ка-62|Ка-62|DSNU|599|33|6|DSNU|21|1.0|21
449|фрп|фонда развития промышленности|Фонда Развития Промышленности|NAME|608|33|15|NAME|1|1.0|1
451|год|года|года|NOUN|613|33|20||4|1.0|4
452|предприятие|предприятии|предприятии|NOUN|616|33|23|SPEC|5|1.0|5
456|новый|новых|новых|ADJF|622|33|29||4|1.0|4
457|машина|машин|машин|NOUN|623|33|30|SPEC|7|1.0|7
458|год|года|года|NOUN|628|34|5||4|1.0|4
463|фюзеляж|фюзеляжа|фюзеляжа|NOUN|633|34|10|SPEC|1|1.0|1
467|первый|первых|первых|ADJF|639|35|6||5|1.0|5
468|вертолет|вертолетов|вертолетов|NOUN|640|35|7|SPEC|34|1.0|34
469|ка-62|ка-62|Ка-62|DSNU|641|35|8|DSNU|21|1.0|21
470|2020г|в 2020 г|в 2020 г|NUSR|642|35|9|NUSR|3|1.0|3
473|предприятие|предприятии|предприятии|NOUN|650|36|3|SPEC|5|1.0|5
483|продукция|продукции|продукции|NOUN|662|37|9||5|1.0|5
484|работа|работы|работы|NOUN|664|38|2||6|2.0|6
493|выполнение|выполнения|выполнения|NOUN|676|38|14||5|1.0|5
499|работа|работы|работы|NOUN|684|38|22||6|2.0|6
502|техника|техника|техника|NOUN|689|39|5|SPEC|2|1.0|2
503|ка-62|ка-62|Ка-62|DSNU|690|40|1|DSNU|21|1.0|21
508|вертолет|вертолетами|вертолетами|NOUN|697|40|8|SPEC|34|2.0|34
509|ансат|ансат|Ансат|TITL|698|40|9|TITL|1|1.0|1
510|вертолет|вертолетами|вертолетами|NOUN|700|40|11|SPEC|34|2.0|34
512|ми-8|ми-8|Ми-8|DSNU|702|40|13|DSNU|1|1.0|1
513|вертолет|вертолет|Вертолет|NOUN|703|41|1|SPEC|34|1.0|34
516|15п|до 15 пассажиров|до 15 пассажиров|NUSR|706|41|4|NUSR|1|1.0|1
519|750к|до 750 км|до 750 км|NUSR|709|41|7|NUSR|1|1.0|1
521|работа|работ|работ|NOUN|712|41|10||6|2.0|6
528|работа|работ|работ|NOUN|720|41|18||6|2.0|6
532|кабина|кабины|кабины|NOUN|726|41|24|SPEC|1|1.0|1
539|применение|применения|применения|NOUN|739|42|5||4|1.0|4
542|машина|машине|машине|NOUN|745|42|11|SPEC|7|1.0|7
552|гражданский|гражданские|гражданские|ADJF|760|42|26||4|1.0|4
554|министерство|министерство|Министерство|NOUN|764|42|30|TITL|2|1.0|2
556|рф|российской федерации|Российской Федерации|NAME|766|42|32|NAME|2|1.0|2
559|поставка|поставки|поставки|NOUN|773|43|7||4|1.0|4
560|первый|первых|первых|ADJF|774|43|8||5|1.0|5
561|вертолет|вертолетов|вертолетов|NOUN|775|43|9|SPEC|34|1.0|34
562|ка-62|ка-62|Ка-62|DSNU|776|43|10|DSNU|21|1.0|21
565|вертолет|вертолета|вертолета|NOUN|782|44|4|SPEC|34|1.0|34
566|ка-62|ка-62|Ка-62|DSNU|783|44|5|DSNU|21|1.0|21
567|ка-62|ка-62|Ка-62|DSNU|784|45|1|DSNU|21|1.0|21
574|полет|полетов|полетов|NOUN|793|45|10||4|1.0|4
576|полет|полет|полет|NOUN|795|46|2||4|1.0|4
580|двигатель|двигателем|двигателем|NOUN|801|46|8|SPEC|1|1.0|1
588|комплекс|комплексом|комплексом|NOUN|811|47|10|SPEC|2|1.0|2
592|конструкция|конструкцией|конструкцией|NOUN|817|47|16||5|1.0|5
593|шасси|шасси|шасси|NOUN|818|47|17|SPEC|2|1.0|2
595|ка-62|ка-62|Ка-62|DSNU|821|48|1|DSNU|21|1.0|21
611|применение|применение|применение|NOUN|840|49|3||4|1.0|4
612|конструкция|конструкции|конструкции|NOUN|843|49|6||5|2.0|5
617|конструкция|конструкций|конструкций|NOUN|848|49|11||5|2.0|5
618|пкм|пкм|ПКМ|UPPR|850|49|13|UPPR|1|1.0|1
619|вертолет|вертолете|вертолете|NOUN|852|49|15|SPEC|34|2.0|34
621|60%|до 60%|до 60%|NUSR|854|49|17|NUSR|1|1.0|1
627|вертолет|вертолета|вертолета|NOUN|864|49|27|SPEC|34|2.0|34
630|топливо|топлива|топлива|NOUN|869|49|32|SPEC|2|1.0|2
645|вертолет|вертолете|вертолете|NOUN|891|50|22|SPEC|34|1.0|34
646|ка-62|ка-62|Ка-62|DSNU|892|50|23|DSNU|21|1.0|21
647|россия|россии|России|NOUN|895|50|26|SPEC|1|1.0|1
648|вертолет|вертолете|вертолете|NOUN|897|51|2|SPEC|34|1.0|34
653|оборудование|оборудование|оборудование|NOUN|903|51|8|SPEC|4|2.0|4
658|оборудование|оборудованием|оборудованием|NOUN|909|51|14|SPEC|4|2.0|4
659|новое|нового|нового|NOUN|910|51|15||4|1.0|4
667|предприятие|предприятием|предприятием|NOUN|923|52|7|SPEC|5|1.0|5
669|вертолет|вертолета|вертолета|NOUN|926|52|10|SPEC|34|1.0|34
670|ка-62|ка-62|Ка-62|DSNU|927|52|11|DSNU|21|1.0|21
674|поставка|поставки|поставки|NOUN|933|53|6||4|2.0|4
675|вертолет|вертолетов|вертолетов|NOUN|934|53|7|SPEC|34|1.0|34
676|ка-52|ка-52|Ка-52|DSNU|935|53|8|DSNU|5|1.0|5
677|аллигатор|аллигатор|Аллигатор|NOUN|936|53|9|CLIV|2|1.0|2
678|рамка|рамках|рамках|NOUN|938|53|11||5|1.0|5
682|контракт|контракта|контракта|NOUN|942|53|15||4|1.0|4
684|поставка|поставки|поставки|NOUN|945|53|18||4|2.0|4
685|машина|машин|машин|NOUN|947|53|20|SPEC|7|1.0|7
686|министерство|министерства|Министерства|NOUN|949|53|22|TITL|2|1.0|2
688|рф|российской федерации|Российской Федерации|NAME|951|53|24|NAME|2|1.0|2
690|выполнение|выполнение|выполнение|NOUN|955|54|4||5|1.0|5
691|контракт|контракта|контракта|NOUN|956|54|5||4|1.0|4
694|цикл|цикла|цикла|NOUN|960|54|9||4|1.0|4
695|вертолет|вертолетов|вертолетов|NOUN|961|54|10|SPEC|34|1.0|34
696|ка-52|ка-52|Ка-52|DSNU|962|54|11|DSNU|5|1.0|5
697|аллигатор|аллигатор|Аллигатор|NOUN|963|54|12|CLIV|2|1.0|2
699|работа|работа|работа|NOUN|965|55|2||6|2.0|6
701|новый|новых|новых|ADJF|968|55|5||4|1.0|4
703|контракт|контрактов|контрактов|NOUN|970|55|7||4|1.0|4
704|2020г|в 2020 г|в 2020 г|NUSR|971|55|8|NUSR|3|1.0|3
706|поставка|поставку|поставку|NOUN|976|55|13||4|1.0|4
707|вертолет|вертолетов|вертолетов|NOUN|977|55|14|SPEC|34|1.0|34
708|ка-52|ка-52|Ка-52|DSNU|978|55|15|DSNU|5|1.0|5
716|работа|работе|работе|NOUN|991|55|28||6|2.0|6
723|вертолет|вертолет|вертолет|NOUN|1003|57|2|SPEC|34|1.0|34
725|корабль|кораблях|кораблях|NOUN|1008|57|7|SPEC|1|1.0|1
728|применение|применением|применением|NOUN|1016|58|4||4|1.0|4
734|топливо|топлива|топлива|NOUN|1023|58|11|SPEC|2|1.0|2
738|крыло|крыла|крыла|NOUN|1028|59|5|SPEC|1|1.0|1
739|механизм|механизма|механизма|NOUN|1029|59|6|SPEC|1|1.0|1
742|вертолет|вертолет|вертолет|NOUN|1032|59|9|SPEC|34|1.0|34
745|трюм|трюме|трюме|NOUN|1037|59|14|SPEC|1|1.0|1
748|вертолет|вертолетов|вертолетов|NOUN|1040|60|3|SPEC|34|2.0|34
749|ка-52к|ка-52к|Ка-52К|DSNU|1041|60|4|DSNU|1|1.0|1
755|носитель|носителях|носителях|NOUN|1049|60|12|SPEC|1|1.0|1
756|вертолет|вертолетов|вертолетов|NOUN|1050|60|13|SPEC|34|2.0|34
757|применение|применение|Применение|NOUN|1051|61|1||4|1.0|4
760|шасси|шасси|шасси|NOUN|1054|61|4|SPEC|2|1.0|2
762|вертолет|вертолету|вертолету|NOUN|1056|61|6|SPEC|34|1.0|34
772|машина|машины|машины|NOUN|1068|62|3|SPEC|7|1.0|7
773|ка-52|ка-52|Ка-52|DSNU|1069|62|4|DSNU|5|1.0|5
776|вертолет|вертолетом|вертолетом|NOUN|1076|62|11|SPEC|34|1.0|34
777|ка-62|ка-62|Ка-62|DSNU|1077|62|12|DSNU|21|1.0|21
779|вр|вертолеты россии|Вертолеты России|CLIV|1079|62|14|CLIV|3|1.0|3
782|летный|летном|летном|ADJF|1085|62|20||10|1.0|10
784|рамка|рамках|рамках|NOUN|1088|62|23||5|1.0|5
785|макс-2019|макс-2019|МАКС-2019|DSNU|1089|62|24|DSNU|2|1.0|2
