|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|count_word_sent|count_word_text|count_key_text
257|ссср|ссср|СССР|ABVR|347|22|13|SPEC|1.0|1|1
265|программа|программа|программа|NOUN|358|22|24||1.0|6|6
271|любопытный|любопытная|любопытная|ADJF|368|23|8||1.0|4|4
279|штурмовик|штурмовиков|штурмовиков|NOUN|378|23|18|SPEC|1.0|3|3
284|самолет|самолетов|самолетов|NOUN|386|23|26|SPEC|1.0|11|11
291|самолет|самолетов|самолетов|NOUN|396|24|10|SPEC|1.0|11|11
296|анаконда|анаконда|Анаконда|NOUN|410|25|5|CLIV|1.0|2|2
300|программа|программы|программы|NOUN|416|25|11||1.0|6|6
301|лвш|лвш|ЛВШ|UPPR|417|25|12|UPPR|1.0|5|5
302|машина|машины|машины|NOUN|418|25|13|SPEC|1.0|3|3
313|штурмовик|штурмовики|штурмовики|NOUN|436|26|4|SPEC|1.0|3|3
316|вкс|вкс|ВКС|ABVR|442|26|10|SPEC|1.0|1|1
317|россия|россии|России|NOUN|443|26|11|SPEC|1.0|1|1
323|джерелиевский|джерелиевский|Джерелиевский|TITL|450|27|2|TITL|1.0|1|1
325|впк|военно-промышленный курьер|Военно-промышленный курьер|WIQM|452|28|2|WIQM|1.0|1|1
