|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|count_word_sent|count_word_text|count_key_text
987|зснп|за скорость нужно платить|За скорость нужно платить|WIQM|1523|93|1|WIQM|1.0|1|1
990|еврокомиссия|еврокомиссии|Еврокомиссии|NOUN|1528|94|3|TITL|1.0|1|1
991|авиация|авиацию|авиацию|NOUN|1530|94|5|SPEC|1.0|6|6
993|2%|2%|2%|NUSR|1533|94|8|NUSR|1.0|1|1
994|весь|всех|всех|ADJF|1534|94|9||1.0|5|5
1000|нй|нью-йорка|Нью-Йорка|NAME|1543|94|18|NAME|1.0|3|3
1001|лондон|лондон|Лондон|NOUN|1545|94|20|TITL|1.0|3|3
1006|один|одного|одного|ADJF|1558|94|33||1.0|5|5
1010|икао|икао|ИКАО|UPPR|1563|95|1|UPPR|1.0|4|4
1013|двигатель|двигателям|двигателям|NOUN|1568|95|6|SPEC|1.0|8|8
1014|сверхзвуковой|сверхзвуковых|сверхзвуковых|ADJF|1571|95|9||1.0|24|24
1015|самолет|самолетов|самолетов|NOUN|1572|95|10|SPEC|1.0|41|41
1018|норма|нормы|нормы|NOUN|1575|95|13||1.0|6|6
1032|транспорт|транспорт|транспорт|NOUN|1599|97|6|SPEC|1.0|4|4
1033|будущее|будущего|будущего|NOUN|1600|97|7||1.0|4|4
1038|американский|американская|Американская|ADJF|1609|99|1||1.0|4|4
1040|bs|boom supersonic|Boom Supersonic|NAME|1611|99|3|NAME|1.0|2|2
1043|цена|цену|цену|NOUN|1614|99|6||1.0|4|4
1048|supersonic|supersonic|Supersonic|TITL|1620|100|2|TITL|1.0|2|2
1049|один|одна|одна|ADJF|1621|100|3||1.0|5|5
1051|американский|американских|американских|ADJF|1624|100|6||1.0|4|4
1054|сверхзвуковой|сверхзвуковые|сверхзвуковые|ADJF|1627|100|9||1.0|24|24
1055|самолет|самолеты|самолеты|NOUN|1628|100|10|SPEC|1.0|41|41
1057|аппарат|аппарат|аппарат|NOUN|1632|100|14|SPEC|1.0|8|8
1061|пассажир|пассажиров|пассажиров|NOUN|1637|100|19||1.0|4|4
1064|sa|spike aerospace|Spike Aerospace|NAME|1640|101|3|NAME|1.0|1|1
1065|as|aerion supersonic|Aerion Supersonic|NAME|1642|101|5|NAME|1.0|1|1
1078|дело|делу|делу|NOUN|1665|103|7||1.0|5|5
1083|самолет|самолеты|самолеты|NOUN|1672|104|4|SPEC|1.0|41|41
1084|япония|японии|Японии|NOUN|1676|106|2|SPEC|1.0|2|2
1086|австралия|австралию|Австралию|NOUN|1681|106|7|SPEC|1.0|3|3
1087|сша|сша|США|NOUN|1684|106|10|SPEC|1.0|3|3
1088|европа|европу|Европу|NOUN|1687|106|13|TITL|1.0|4|4
1089|полет|полеты|полеты|NOUN|1691|107|4||1.0|8|8
1095|самолет|самолет|самолет|NOUN|1704|108|5|SPEC|1.0|41|41
1096|100п|100 пассажиров|100 пассажиров|NUSR|1706|108|7|NUSR|1.0|1|1
1097|сам|самое|самое|ADJF|1709|109|3||1.0|4|4
1098|австралия|австралии|Австралии|NOUN|1711|109|5|SPEC|1.0|3|3
1099|европа|европа|Европа|NOUN|1712|110|1||1.0|4|4
1100|сверхзвуковой|сверхзвуковые|сверхзвуковые|ADJF|1713|110|2||1.0|24|24
1101|самолет|самолеты|самолеты|NOUN|1714|110|3|SPEC|1.0|41|41
1103|весь|всех|всех|ADJF|1718|110|7||1.0|5|5
1105|рейс|рейсах|рейсах|NOUN|1720|110|9||1.0|6|6
1108|страна|страну|страну|NOUN|1724|111|4||1.0|5|5
1109|хабаровск|хабаровска|Хабаровска|NOUN|1726|111|6|TITL|1.0|2|2
1110|владивосток|владивостока|Владивостока|NOUN|1728|111|8|TITL|1.0|2|2
1112|час|часов|часов|NOUN|1731|111|11||1.0|4|4
1117|сч|сергей чернышев|Сергей Чернышев|NAME|1737|111|17|NAME|1.0|8|8
1121|supersonic|supersonic|Supersonic|TITL|1742|113|2|TITL|1.0|2|2
1125|демонстратор|демонстратора|демонстратора|NOUN|1746|113|6||1.0|6|6
1126|xb-1|xb-1|XB-1|DSNU|1747|113|7|DSNU|1.0|1|1
1130|2020-х|2020-х|2020-х|NUSR|1754|113|14|NUSR|1.0|1|1
1133|лайнер|лайнер|лайнер|NOUN|1757|113|17||1.0|5|5
1134|overture|overture|Overture|TITL|1758|113|18|TITL|1.0|2|2
1135|55-75п|55-75 пассажиров|55-75 пассажиров|NUSR|1760|113|20|NUSR|1.0|1|1
1137|чернышев|чернышев|Чернышев|NOUN|1762|114|2|TITL|1.0|2|2
1141|первое|первые|первые|NOUN|1770|114|10||2.0|6|6
1142|демонстратор|демонстраторы|демонстраторы|NOUN|1771|114|11||1.0|6|6
1144|америка|америке|Америке|NOUN|1774|114|14|SPEC|1.0|2|2
1145|2023-2025г|2023-2025 годах|2023-2025 годах|NUSR|1777|114|17|NUSR|1.0|1|1
1150|цаги|цаги|ЦАГИ|NOUN|1784|114|24|UPPR|1.0|3|3
1151|первое|первые|первые|NOUN|1786|114|26||2.0|6|6
1152|полет|полеты|полеты|NOUN|1787|114|27||1.0|8|8
1153|человек|людьми|людьми|NOUN|1789|114|29||1.0|8|8
1157|2030г|2030 года|2030 года|NUSR|1793|114|33|NUSR|1.0|1|1
1161|норма|нормы|нормы|NOUN|1801|115|8||1.0|6|6
1162|звуковой|звуковому|звуковому|ADJF|1803|115|10||1.0|15|15
1163|удар|удару|удару|NOUN|1804|115|11||1.0|10|10
1164|шум|шуму|шуму|NOUN|1806|115|13||1.0|11|11
1170|институт|института|института|NOUN|1814|115|21||1.0|4|4
1172|сверхзвуковой|сверхзвуковые|сверхзвуковые|ADJF|1820|117|3||1.0|24|24
1173|самолет|самолеты|самолеты|NOUN|1821|117|4|SPEC|1.0|41|41
1174|второе|второго|второго|NOUN|1822|117|5||1.0|4|4
1175|поколение|поколения|поколения|NOUN|1823|117|6||1.0|6|6
1179|сам|самом|самом|ADJF|1835|117|18||1.0|4|4
1180|дело|деле|деле|NOUN|1836|117|19||1.0|5|5
1183|ту-144|ту-144|Ту-144|DSNU|1840|118|3|DSNU|1.0|8|8
1185|дв|дальнем востоке|Дальнем Востоке|NAME|1844|118|7|NAME|1.0|1|1
1187|рейс|рейс|рейс|NOUN|1847|118|10||1.0|6|6
1188|хабаровск|хабаровска|Хабаровска|NOUN|1849|118|12|TITL|1.0|2|2
1191|самолет|самолеты|самолеты|NOUN|1854|118|17|SPEC|1.0|41|41
1193|москва|москвой|Москвой|NOUN|1857|118|20|TITL|1.0|2|2
1194|аа|алма-атой|Алма-Атой|NAME|1859|118|22|NAME|1.0|1|1
1195|overture|overture|Overture|TITL|1861|119|2|TITL|1.0|2|2
1197|bs|boom supersonic|Boom Supersonic|NAME|1864|119|5|NAME|1.0|2|2
1201|8,3т|8,3 тыс|8,3 тыс|NUSR|1872|119|13|NUSR|1.0|1|1
1205|рейс|рейсах|рейсах|NOUN|1880|119|21||1.0|6|6
1206|австралия|австралии|Австралии|NOUN|1883|119|24|SPEC|1.0|3|3
1207|европа|европу|Европу|NOUN|1885|119|26|TITL|1.0|4|4
1217|рейс|рейс|рейс|NOUN|1897|120|8||1.0|6|6
1229|сочи|сочи|Сочи|NOUN|1913|121|2|TITL|1.0|1|1
1236|воздух|воздухе|воздухе|NOUN|1927|121|16||1.0|8|8
1238|час|часов|часов|NOUN|1931|121|20||1.0|4|4
1239|сверхзвуковой|сверхзвуковые|Сверхзвуковые|ADJF|1932|122|1||1.0|24|24
1240|самолет|самолеты|самолеты|NOUN|1933|122|2|SPEC|1.0|41|41
1245|человек|люди|люди|NOUN|1940|122|9||1.0|8|8
1250|время|время|время|NOUN|1947|123|2||1.0|4|4
1257|цена|цена|цена|NOUN|1959|124|5||1.0|4|4
1261|весь|всех|всех|ADJF|1968|125|3||1.0|5|5
1262|страна|странах|странах|NOUN|1969|125|4||1.0|5|5
1279|чернышев|чернышев|Чернышев|NOUN|1994|127|2|TITL|1.0|2|2
1289|мир|мир|мир|NOUN|2011|128|3||1.0|5|5
1307|мир|мир|мир|NOUN|2047|131|7||2.0|5|5
1312|мир|мира|мира|NOUN|2055|131|15||2.0|5|5
1314|порох|пороха|пороха|NOUN|2058|131|18|SPEC|1.0|1|1
1315|время|времен|времен|NOUN|2062|131|22||1.0|4|4
1317|автомобиль|автомобили|автомобили|NOUN|2065|131|25|SPEC|1.0|2|2
1319|сверхзвуковой|сверхзвуковых|сверхзвуковых|ADJF|2067|132|2||1.0|24|24
1320|самолет|самолетов|самолетов|NOUN|2068|132|3|SPEC|1.0|41|41
1322|весь|всему|всему|ADJF|2071|132|6||1.0|5|5
1328|кузаев|кузаев|Кузаев|TITL|2082|133|2|TITL|1.0|1|1
